student_input,session_context,label,intent_name
can u repeat,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:75%,Lambda Functions:75%,Error Handling:49% | emotion:confused | pace:steady | slides:31,32,33",4,Repeat/clarification
HOW LONG UNTIL WE GET TO FILE HANDLING?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:51%,Functions&Scope:45%,Lambda Functions:33% | emotion:focused | pace:rushed | slides:31,32,33",1,Off-Topic Question
basically Is Lambda Functions something I'll use every day?,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:77%,Sets:99%,Functions&Scope:82% | emotion:confused | pace:slow | slides:30,31,32",0,On-Topic Question
This is so confusign it huurt.,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:58%,Lambda Functions:88%,Error Handling:39% | emotion:tired | pace:steady | slides:11,12,13",2,Emotional-State
How long until we get to Sets?,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:48%,Strings&Formatting:44% | emotion:overwhelmed | pace:slow | slides:30,31,32",1,Off-Topic Question
say what!!,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:97%,Lambda Functions:44%,Error Handling:41% | emotion:anxious | pace:rushed | slides:15,16,17",4,Repeat/clarification
Can you show that instance one more time?,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:62% | emotion:neutral | pace:dragging | slides:52,53,54",4,Repeat/clarification
do you sleep,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:64%,For Loops:41%,While Loops:68% | emotion:tired | pace:dragging | slides:43,44,45",1,Off-Topic Question
wait go back,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:90%,Error Handling:58%,Classes&OOP:92% | emotion:tired | pace:dragging | slides:39,40,41",3,Pace-Related
whats ur name,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:58% | emotion:overwhelmed | pace:moderate | slides:57,58,59",1,Off-Topic Question
what should i eat,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:77%,Boolean Logic:93%,If/Else Conditionals:85% | emotion:frustrated | pace:fast | slides:6,7,8",1,Off-Topic Question
"I saw someone using Error Handling (Try/Except), what does it do?","topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:84%,Strings&Formatting:75% | emotion:engaged | pace:slow | slides:22,23,24",1,Off-Topic Question
what?,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:95%,Sets:82%,Functions&Scope:45% | emotion:frustrated | pace:moderate | slides:28,29,30",4,Repeat/clarification
will When we cover Error Handling (Try/Except)?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:91%,While Loops:65%,Lists&Tuples:56% | emotion:bored | pace:fast | slides:6,7,8",1,Off-Topic Question
is this important?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:78%,Boolean Logic:74%,If/Else Conditionals:85% | emotion:focused | pace:dragging | slides:33,34,35",0,On-Topic Question
what does this line do?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:42%,Boolean Logic:30%,If/Else Conditionals:90% | emotion:confused | pace:steady | slides:33,34,35",0,On-Topic Question
what u mean,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:62%,Dictionaries:63%,Sets:81% | emotion:neutral | pace:moderate | slides:5,6,7",4,Repeat/clarification
"Please slow down, I can't keep up.","topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:36%,Sets:46%,Functions&Scope:51% | emotion:neutral | pace:dragging | slides:38,39,40",3,Pace-Related
I feel overwhelmed by all this new stuff.,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:63%,If/Else Conditionals:78%,For Loops:81% | emotion:engaged | pace:steady | slides:58,59,60",2,Emotional-State
When will we cover Functions and Scope?,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:57% | emotion:focused | pace:dragging | slides:56,57,58",1,Off-Topic Question
omg slw,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:43%,Lists&Tuples:90%,Dictionaries:75% | emotion:excited | pace:fast | slides:52,53,54",3,Pace-Related
could u repeat,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:97%,Lambda Functions:75%,Error Handling:53% | emotion:neutral | pace:normal | slides:47,48,49",4,Repeat/clarification
i feel smart,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:84%,While Loops:45%,Lists&Tuples:51% | emotion:neutral | pace:fast | slides:55,56,57",2,Emotional-State
Can you adjust the speed a bit?,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:63%,Strings&Formatting:82% | emotion:frustrated | pace:fast | slides:22,23,24",3,Pace-Related
run that back,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:31%,Functions&Scope:95%,Lambda Functions:66% | emotion:bored | pace:moderate | slides:58,59,60",4,Repeat/clarification
i hate this so much?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:39%,Dictionaries:60%,Sets:99% | emotion:excited | pace:moderate | slides:55,56,57",2,Emotional-State
Is File Handling related to what we are doing now?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:82%,Functions&Scope:84%,Lambda Functions:31% | emotion:bored | pace:fast | slides:38,39,40",1,Off-Topic Question
are you a robot,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:67%,Sets:98%,Functions&Scope:67% | emotion:tired | pace:steady | slides:4,5,6",1,Off-Topic Question
what does do,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:bored | pace:normal | slides:21,22,23",0,On-Topic Question
Do we need to know about File Handling?,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:39%,Sets:67%,Functions&Scope:92% | emotion:overwhelmed | pace:rushed | slides:29,30,31",1,Off-Topic Question
again?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:86%,Lists&Tuples:44%,Dictionaries:67% | emotion:engaged | pace:dragging | slides:28,29,30",4,Repeat/clarification
what's your iq,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:93%,Strings&Formatting:74% | emotion:neutral | pace:fast | slides:56,57,58",1,Off-Topic Question
how you are,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:52%,For Loops:62%,While Loops:60% | emotion:bored | pace:dragging | slides:50,51,52",1,Off-Topic Question
i am so mad right now,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:31%,If/Else Conditionals:44%,For Loops:84% | emotion:excited | pace:fast | slides:34,35,36",2,Emotional-State
whats the syntax,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:66%,Strings&Formatting:43%,Arithmetic Operators:94% | emotion:engaged | pace:rushed | slides:30,31,32",0,On-Topic Question
Is Dictionaries related to what we are doing now?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:39%,For Loops:40%,While Loops:65% | emotion:engaged | pace:moderate | slides:39,40,41",1,Off-Topic Question
what happened?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:98%,Lambda Functions:31%,Error Handling:45% | emotion:focused | pace:slow | slides:4,5,6",4,Repeat/clarification
slow down im typing?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:38%,Strings&Formatting:88%,Arithmetic Operators:42% | emotion:neutral | pace:normal | slides:41,42,43",3,Pace-Related
Since I did well on Variables and Data is Arithmetic Operators going to be similar?,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:49%,Strings&Formatting:42% | emotion:neutral | pace:dragging | slides:40,41,42",0,On-Topic Question
can you go back to the previous slide for a second?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:43%,For Loops:41%,While Loops:61% | emotion:focused | pace:fast | slides:51,52,53",4,Repeat/clarification
speed it up,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:91%,Error Handling:76%,Classes&OOP:80% | emotion:confused | pace:dragging | slides:17,18,19",3,Pace-Related
What is the capital France?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:38%,Strings&Formatting:90%,Arithmetic Operators:83% | emotion:confused | pace:steady | slides:52,53,54",1,Off-Topic Question
chill a sec?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:67%,For Loops:58%,While Loops:89% | emotion:confused | pace:moderate | slides:19,20,21",3,Pace-Related
"I saw someone using For Loops, what does it do?","topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:51%,Strings&Formatting:58% | emotion:bored | pace:dragging | slides:49,50,51",1,Off-Topic Question
Tell me more Classes and OOP,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:89%,Lambda Functions:49%,Error Handling:37% | emotion:confused | pace:moderate | slides:24,25,26",0,On-Topic Question
ok so what does this line do,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:38%,Error Handling:58%,Classes&OOP:68% | emotion:engaged | pace:normal | slides:12,13,14",0,On-Topic Question
is this imortant,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:66%,Strings&Formatting:75% | emotion:neutral | pace:normal | slides:41,42,43",0,On-Topic Question
I'm lost.,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:97%,If/Else Conditionals:71%,For Loops:50% | emotion:neutral | pace:fast | slides:46,47,48",2,Emotional-State
??,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:34%,Dictionaries:86%,Sets:73% | emotion:excited | pace:rushed | slides:55,56,57",4,Repeat/clarification
"I'm confwork withd, I feel so dumb right now.","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:54%,While Loops:46%,Lists&Tuples:89% | emotion:frustrated | pace:dragging | slides:4,5,6",2,Emotional-State
i quit,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:40%,Strings&Formatting:55% | emotion:engaged | pace:steady | slides:27,28,29",2,Emotional-State
say it again,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:55%,Dictionaries:100%,Sets:37% | emotion:neutral | pace:slow | slides:15,16,17",4,Repeat/clarification
next,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:35% | emotion:engaged | pace:fast | slides:58,59,60",3,Pace-Related
slow?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:39%,Boolean Logic:94%,If/Else Conditionals:35% | emotion:confused | pace:moderate | slides:48,49,50",3,Pace-Related
i quit,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:66%,While Loops:84%,Lists&Tuples:30% | emotion:anxious | pace:rushed | slides:38,39,40",2,Emotional-State
repeat,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:96%,Lists&Tuples:30%,Dictionaries:99% | emotion:excited | pace:moderate | slides:17,18,19",4,Repeat/clarification
WHATS THE SYNTAX,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:68%,Lambda Functions:45%,Error Handling:39% | emotion:confused | pace:moderate | slides:32,33,34",0,On-Topic Question
Can you show that sample one more time?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:84%,While Loops:52%,Lists&Tuples:38% | emotion:engaged | pace:rushed | slides:13,14,15",4,Repeat/clarification
yay i did it,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:72%,Error Handling:38%,Classes&OOP:53% | emotion:excited | pace:fast | slides:9,10,11",2,Emotional-State
When will we cover For Loops?,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:56%,Strings&Formatting:52%,Arithmetic Operators:53% | emotion:bored | pace:normal | slides:6,7,8",1,Off-Topic Question
im crying,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:tired | pace:normal | slides:16,17,18",2,Emotional-State
how long until we get to file handling?,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:62%,Functions&Scope:77%,Lambda Functions:36% | emotion:anxious | pace:slow | slides:25,26,27",1,Off-Topic Question
Can you go back to the previous slide for a second?,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:80%,Sets:95%,Functions&Scope:38% | emotion:confused | pace:fast | slides:54,55,56",4,Repeat/clarification
go over that again,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:70%,While Loops:93%,Lists&Tuples:44% | emotion:excited | pace:steady | slides:42,43,44",4,Repeat/clarification
next slide,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:66%,Strings&Formatting:49% | emotion:frustrated | pace:normal | slides:4,5,6",3,Pace-Related
say what?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:42%,Lists&Tuples:32%,Dictionaries:99% | emotion:confused | pace:steady | slides:17,18,19",4,Repeat/clarification
pardon?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:92%,If/Else Conditionals:53%,For Loops:84% | emotion:anxious | pace:steady | slides:6,7,8",4,Repeat/clarification
i didnt that catch,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:71%,Dictionaries:89%,Sets:45% | emotion:frustrated | pace:moderate | slides:19,20,21",4,Repeat/clarification
no way!!,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:47%,If/Else Conditionals:33%,For Loops:67% | emotion:excited | pace:steady | slides:10,11,12",2,Emotional-State
