student_input,session_context,label,intent_name
"Sorry, I zoned out. What did you just say?","topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:70%,While Loops:86%,Lists&Tuples:60% | emotion:focused | pace:slow | slides:41,42,43",4,Repeat/clarification
Can I combine Variables and Data Types with what we learned earlier?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:neutral | pace:normal | slides:48,49,50",0,On-Topic Question
Why does my While Loops code print the wrong output?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:32%,If/Else Conditionals:42%,For Loops:30% | emotion:frustrated | pace:slow | slides:27,28,29",0,On-Topic Question
What was the syntax you just showed?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:engaged | pace:normal | slides:49,50,51",4,Repeat/clarification
Let's take a quick breather.,"topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:40%,Functions&Scope:41%,Lambda Functions:94% | emotion:anxious | pace:normal | slides:31,32,33",3,Pace-Related
Can you say again the rule for that?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:86%,Arithmetic Operators:86%,Boolean Logic:35% | emotion:excited | pace:steady | slides:51,52,53",4,Repeat/clarification
i'm having a great time learning this.,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:93%,If/Else Conditionals:55%,For Loops:47% | emotion:tired | pace:rushed | slides:46,47,48",2,Emotional-State
Can you show that example one more time?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:64%,Arithmetic Operators:53%,Boolean Logic:64% | emotion:bored | pace:rushed | slides:10,11,12",4,Repeat/clarification
My brain is fried.,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:69%,For Loops:90%,While Loops:86% | emotion:tired | pace:steady | slides:36,37,38",2,Emotional-State
Can we skip ahead to Sets?,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:60%,While Loops:55%,Lists&Tuples:47% | emotion:tired | pace:steady | slides:41,42,43",1,Off-Topic Question
oH wdoes While Loops relate to LLisst and Tuples?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:49%,For Loops:87%,While Loops:49% | emotion:bored | pace:moderate | slides:49,50,51",0,On-Topic Question
I feel stupid for not getting this.,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:98%,Lambda Functions:53%,Error Handling:31% | emotion:bored | pace:fast | slides:12,13,14",2,Emotional-State
time What is it?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:87%,Dictionaries:53%,Sets:97% | emotion:confused | pace:dragging | slides:57,58,59",1,Off-Topic Question
hey What were the key points of that last section?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:anxious | pace:dragging | slides:51,52,53",4,Repeat/clarification
can you repeat the rule for that?,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:42%,Strings&Formatting:56% | emotion:anxious | pace:fast | slides:43,44,45",4,Repeat/clarification
"I already know a bit about Lambda Functions, can we jump to it?","topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:44%,For Loops:71%,While Loops:91% | emotion:excited | pace:fast | slides:24,25,26",1,Off-Topic Question
You are going way too fast.,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:75%,Lambda Functions:60%,Error Handling:55% | emotion:engaged | pace:fast | slides:35,36,37",3,Pace-Related
Who is the president of the United States?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:76%,If/Else Conditionals:38%,For Loops:42% | emotion:frustrated | pace:moderate | slides:16,17,18",1,Off-Topic Question
"I heard about Tuples, Lists can you explain it to me?","topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:62%,If/Else Conditionals:34%,For Loops:76% | emotion:tired | pace:steady | slides:26,27,28",1,Off-Topic Question
like What should I eat for dinner!!,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:63%,Boolean Logic:97%,If/Else Conditionals:48% | emotion:bored | pace:dragging | slides:7,8,9",1,Off-Topic Question
Go back to that last point please.,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:86%,Strings&Formatting:83% | emotion:confused | pace:steady | slides:27,28,29",4,Repeat/clarification
How long until we get to Classes and OOP?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:44%,Dictionaries:48%,Sets:43% | emotion:bored | pace:dragging | slides:39,40,41",1,Off-Topic Question
"Since I did well on If/Else Conditionals, is For Loops going to be similar?","topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:38%,Boolean Logic:63%,If/Else Conditionals:40% | emotion:focused | pace:fast | slides:37,38,39",0,On-Topic Question
"I understood Sets but Error Handling (Try/Except) feels completely different, why?","topic:Error Handling (Try/Except) | prev:Sets,Functions and Scope,Lambda Functions | ability:Sets:39%,Functions&Scope:96%,Lambda Functions:73% | emotion:anxious | pace:normal | slides:57,58,59",0,On-Topic Question
Go back to that last point please.,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:44%,Arithmetic Operators:95%,Boolean Logic:92% | emotion:focused | pace:moderate | slides:34,35,36",4,Repeat/clarification
how many more slides do we have?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:47%,Boolean Logic:43%,If/Else Conditionals:49% | emotion:neutral | pace:rushed | slides:33,34,35",3,Pace-Related
I'm losing patience.,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:31%,If/Else Conditionals:74%,For Loops:65% | emotion:bored | pace:slow | slides:16,17,18",2,Emotional-State
How do I fix my car?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:90%,Dictionaries:99%,Sets:36% | emotion:confused | pace:steady | slides:15,16,17",1,Off-Topic Question
Can you adjust the speed a bit?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:93%,Lambda Functions:55%,Error Handling:31% | emotion:frustrated | pace:normal | slides:25,26,27",3,Pace-Related
Can you repeat teh rue for tha?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:78%,Lists&Tuples:60%,Dictionaries:67% | emotion:engaged | pace:slow | slides:41,42,43",4,Repeat/clarification
i'm nervous about the upcoming test.,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:88%,If/Else Conditionals:86%,For Loops:65% | emotion:bored | pace:moderate | slides:20,21,22",2,Emotional-State
"i aalready know this, cna we move on?","topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:49%,Arithmetic Operators:38%,Boolean Logic:93% | emotion:confused | pace:normal | slides:14,15,16",3,Pace-Related
Can you summarize what you just explained!!,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:65%,Sets:47%,Functions&Scope:88% | emotion:neutral | pace:dragging | slides:49,50,51",4,Repeat/clarification
I'm so sleepy right now.,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:87%,Boolean Logic:76%,If/Else Conditionals:71% | emotion:focused | pace:dragging | slides:21,22,23",2,Emotional-State
Do we need to know about File Handling?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:44%,Dictionaries:86%,Sets:100% | emotion:overwhelmed | pace:rushed | slides:9,10,11",1,Off-Topic Question
Do we need to know about File Handling?,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:74%,Lambda Functions:68%,Error Handling:38% | emotion:overwhelmed | pace:normal | slides:57,58,59",1,Off-Topic Question
Can you break down Sets step by step?,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:59%,Lists&Tuples:100%,Dictionaries:80% | emotion:frustrated | pace:fast | slides:23,24,25",0,On-Topic Question
"My friend told me For Loops is important, is that true?","topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:79%,Strings&Formatting:36%,Arithmetic Operators:53% | emotion:bored | pace:steady | slides:10,11,12",1,Off-Topic Question
Huh? Can you recap?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:76%,For Loops:46%,While Loops:84% | emotion:tired | pace:steady | slides:24,25,26",4,Repeat/clarification
basically How tall is the Eiffel Tower?,"topic:Functions and Scope | prev:Lists and Tuples,Dictionaries,Sets | ability:Lists&Tuples:99%,Dictionaries:60%,Sets:36% | emotion:neutral | pace:moderate | slides:29,30,31",1,Off-Topic Question
what is the capital of france!!,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:46%,While Loops:96%,Lists&Tuples:60% | emotion:overwhelmed | pace:normal | slides:43,44,45",1,Off-Topic Question
My brain is fried.,"topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:34%,Strings&Formatting:47% | emotion:confused | pace:steady | slides:31,32,33",2,Emotional-State
Sets is confusing,"topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:96%,Lists&Tuples:78%,Dictionaries:81% | emotion:confused | pace:dragging | slides:20,21,22",0,On-Topic Question
HOW MUCH DOES A NEW CAAR COST?,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:56%,Boolean Logic:35%,If/Else Conditionals:30% | emotion:frustrated | pace:rushed | slides:52,53,54",1,Off-Topic Question
"I Sorry, zoned out. What did you just say?","topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:88%,Error Handling:40%,Classes&OOP:98% | emotion:bored | pace:normal | slides:45,46,47",4,Repeat/clarification
Can we pause for a minute?,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:86%,Error Handling:69%,Classes&OOP:60% | emotion:engaged | pace:normal | slides:35,36,37",3,Pace-Related
What happens if I forget to close the bracket in If/Else Conditionals?,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:79%,Arithmetic Operators:100%,Boolean Logic:86% | emotion:frustrated | pace:fast | slides:12,13,14",0,On-Topic Question
ok so Huh? Can you repeat,"topic:Dictionaries | prev:For Loops,While Loops,Lists and Tuples | ability:For Loops:81%,While Loops:66%,Lists&Tuples:32% | emotion:neutral | pace:rushed | slides:37,38,39",4,Repeat/clarification
Can you wait a second before moving to the next slide?,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:39%,For Loops:78%,While Loops:77% | emotion:engaged | pace:dragging | slides:15,16,17",3,Pace-Related
Tell me a joke.,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:82%,Arithmetic Operators:40%,Boolean Logic:97% | emotion:bored | pace:normal | slides:21,22,23",1,Off-Topic Question
"Give me a sec, I'm still processing.","topic:Sets | prev:While Loops,Lists and Tuples,Dictionaries | ability:While Loops:72%,Lists&Tuples:63%,Dictionaries:63% | emotion:focused | pace:dragging | slides:18,19,20",3,Pace-Related
Can you help me with my math homework,"topic:Strings and Formatting | prev:Variables and Data Types | ability:Variables&Data Types:34% | emotion:tired | pace:fast | slides:22,23,24",1,Off-Topic Question
basically Can I combine If/Else Conditionals with what we learned earlier,"topic:If/Else Conditionals | prev:Strings and Formatting,Arithmetic Operators,Boolean Logic | ability:Strings&Formatting:78%,Arithmetic Operators:77%,Boolean Logic:87% | emotion:focused | pace:fast | slides:48,49,50",0,On-Topic Question
Is Lambda Functions something I'll use every day,"topic:Lambda Functions | prev:Dictionaries,Sets,Functions and Scope | ability:Dictionaries:82%,Sets:40%,Functions&Scope:57% | emotion:frustrated | pace:rushed | slides:59,60,61",0,On-Topic Question
Can you give me a real-world example of While Loops?,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:63%,If/Else Conditionals:44%,For Loops:78% | emotion:overwhelmed | pace:moderate | slides:4,5,6",0,On-Topic Question
That was actually easier than I thought.,"topic:Classes and OOP | prev:Functions and Scope,Lambda Functions,Error Handling | ability:Functions&Scope:63%,Lambda Functions:48%,Error Handling:60% | emotion:anxious | pace:slow | slides:38,39,40",2,Emotional-State
Go back to that last point please.,"topic:Boolean Logic | prev:Variables and Data Types,Strings and Formatting,Arithmetic Operators | ability:Variables&Data Types:45%,Strings&Formatting:42%,Arithmetic Operators:68% | emotion:focused | pace:dragging | slides:30,31,32",4,Repeat/clarification
That was actually easier than I thought.,"topic:Lists and Tuples | prev:If/Else Conditionals,For Loops,While Loops | ability:If/Else Conditionals:39%,For Loops:36%,While Loops:46% | emotion:bored | pace:normal | slides:26,27,28",2,Emotional-State
i efel overwhelmed by all tihs new stff.,"topic:For Loops | prev:Arithmetic Operators,Boolean Logic,If/Else Conditionals | ability:Arithmetic Operators:51%,Boolean Logic:42%,If/Else Conditionals:93% | emotion:frustrated | pace:dragging | slides:6,7,8",2,Emotional-State
Can ou summarize what you just epallined?,"topic:File Handling | prev:Lambda Functions,Error Handling,Classes and OOP | ability:Lambda Functions:55%,Error Handling:72%,Classes&OOP:89% | emotion:overwhelmed | pace:fast | slides:33,34,35",4,Repeat/clarification
Can we go through the next part faster?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:neutral | pace:normal | slides:21,22,23",3,Pace-Related
"umm Hold on, I'm still writing notes","topic:Arithmetic Operators | prev:Variables and Data Types,Strings and Formatting | ability:Variables&Data Types:49%,Strings&Formatting:84% | emotion:confused | pace:slow | slides:57,58,59",3,Pace-Related
I feel completely stuck and confused.,"topic:While Loops | prev:Boolean Logic,If/Else Conditionals,For Loops | ability:Boolean Logic:39%,If/Else Conditionals:37%,For Loops:57% | emotion:frustrated | pace:fast | slides:32,33,34",2,Emotional-State
Can you claify the difffeerence bbetweenn thee twwo examples?,"topic:Variables and Data Types | prev:None | ability:N/A | emotion:tired | pace:steady | slides:45,46,47",4,Repeat/clarification
